Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|Q8C1L7|Q8C1L7_MOUSE 40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=mCG_6739 PE=2 SV=1;sp|Q9CQR2|RS21_MOUSE 40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1,4762100,5850100,5421600,3446400,2837100,5072800
tr|Q8C375|Q8C375_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Cdh8 PE=2 SV=1,7701,7197,3869.7,4666.7,5692,9133.2
sp|Q8C3Q5|SHSA7_MOUSE Protein shisa-7 OS=Mus musculus OX=10090 GN=Shisa7 PE=1 SV=3;tr|F6T9T6|F6T9T6_MOUSE Protein shisa-7 (Fragment) OS=Mus musculus OX=10090 GN=Shisa7 PE=1 SV=1,1843900,2533400,2107500,1542300,1033800,2899700
sp|Q8C3W1|CA198_MOUSE Uncharacterized protein C1orf198 homolog OS=Mus musculus OX=10090 PE=1 SV=1,75952,97391,90017,111300,71081,134490
sp|Q8C419|GP158_MOUSE Probable G-protein coupled receptor 158 OS=Mus musculus OX=10090 GN=Gpr158 PE=1 SV=2;tr|Q8BSU1|Q8BSU1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gpr158 PE=2 SV=1;tr|Q8C3D0|Q8C3D0_MOUSE Uncharacterized protein OS=Mus mus,3407700,3822900,3726000,2941700,2661600,3903400
tr|Q8C4E7|Q8C4E7_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Scai PE=2 SV=1;tr|Q3TQB4|Q3TQB4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Scai PE=2 SV=1;tr|A0A0N4SVJ6|A0A0N4SVJ6_MOUSE Protein SCAI OS=Mus musculus OX=10,0,0,0,0,0,0
sp|Q8C547|HTR5B_MOUSE HEAT repeat-containing protein 5B OS=Mus musculus OX=10090 GN=Heatr5b PE=1 SV=3,366380,343650,382530,258870,211250,429120
"tr|Q8C605|Q8C605_MOUSE ATP-dependent 6-phosphofructokinase OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1;sp|Q9WUA3|PFKAP_MOUSE ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1",65259000,65203000,64704000,48143000,35066000,72533000
tr|Q8C6P4|Q8C6P4_MOUSE Protein Wnt OS=Mus musculus OX=10090 GN=Wnt16 PE=2 SV=1;sp|Q9QYS1|WNT16_MOUSE Protein Wnt-16 OS=Mus musculus OX=10090 GN=Wnt16 PE=2 SV=2,2183900,2049800,2429400,1707900,960210,2899000
sp|Q8C7K6|PCYXL_MOUSE Prenylcysteine oxidase-like OS=Mus musculus OX=10090 GN=Pcyox1l PE=1 SV=1,83127,54654,65418,48815,25189,55565
sp|Q8C804|SPICE_MOUSE Spindle and centriole-associated protein 1 OS=Mus musculus OX=10090 GN=Spice1 PE=1 SV=2,0,0,0,0,0,0
tr|Q8C845|Q8C845_MOUSE EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1;sp|Q9D8Y0|EFHD2_MOUSE EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1,7997500,8424300,7212000,8461600,5545700,11374000
tr|Q8C8M9|Q8C8M9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ttc5 PE=2 SV=1;sp|Q99LG4|TTC5_MOUSE Tetratricopeptide repeat protein 5 OS=Mus musculus OX=10090 GN=Ttc5 PE=1 SV=2,694230,426110,573910,367240,361440,693570
sp|Q8C8N2|SCAI_MOUSE Protein SCAI OS=Mus musculus OX=10090 GN=Scai PE=1 SV=2,2931200,3139800,3303200,2527900,1767900,4343800
tr|Q8C8Q3|Q8C8Q3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1;sp|Q91WG4|ELP2_MOUSE Elongator complex protein 2 OS=Mus musculus OX=10090 GN=Elp2 PE=1 SV=1,0,7590,0,0,0,0
sp|Q8C8T8|TSR2_MOUSE Pre-rRNA-processing protein TSR2 homolog OS=Mus musculus OX=10090 GN=Tsr2 PE=1 SV=1,92602,82718,54747,39672,25386,87574
sp|Q8C996|TM163_MOUSE Transmembrane protein 163 OS=Mus musculus OX=10090 GN=Tmem163 PE=1 SV=1,3029800,3779100,3070000,2480000,1718900,3431000
tr|Q8CEK6|Q8CEK6_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Shisa4 PE=2 SV=1;sp|Q8CA71|SHSA4_MOUSE Protein shisa-4 OS=Mus musculus OX=10090 GN=Shisa4 PE=1 SV=1,916730,839790,919680,901230,680470,1076300
sp|Q8CA72|GAN_MOUSE Gigaxonin OS=Mus musculus OX=10090 GN=Gan PE=1 SV=2,0,2946,0,0,0,0
"sp|Q8CAA7|PGM2L_MOUSE Glucose 1,6-bisphosphate synthase OS=Mus musculus OX=10090 GN=Pgm2l1 PE=1 SV=1;tr|E0CX81|E0CX81_MOUSE Glucose 1,6-bisphosphate synthase OS=Mus musculus OX=10090 GN=Pgm2l1 PE=1 SV=1",16708000,16731000,18267000,14946000,8088000,23682000
tr|Q8CAD1|Q8CAD1_MOUSE Ras-binding protein DA-Raf OS=Mus musculus OX=10090 GN=Araf PE=1 SV=1;tr|B1AUN8|B1AUN8_MOUSE Serine/threonine-protein kinase A-Raf (Fragment) OS=Mus musculus OX=10090 GN=Araf PE=1 SV=1;tr|Q3UXR0|Q3UXR0_MOUSE Uncharacterized protein O,1286800,1288900,1390700,811520,653360,1352100
tr|Q8CAF8|Q8CAF8_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Gabbr1 PE=2 SV=1;sp|Q9WV18|GABR1_MOUSE Gamma-aminobutyric acid type B receptor subunit 1 OS=Mus musculus OX=10090 GN=Gabbr1 PE=1 SV=1;tr|G3UZ52|G3UZ52_MOUSE Gamma-aminobu,540180,545550,569600,547710,376560,717520
sp|Q8CAQ8|MIC60_MOUSE MICOS complex subunit Mic60 OS=Mus musculus OX=10090 GN=Immt PE=1 SV=1;tr|Q3TQL4|Q3TQL4_MOUSE MICOS complex subunit MIC60 (Fragment) OS=Mus musculus OX=10090 GN=Immt PE=2 SV=1;tr|Q3U7N2|Q3U7N2_MOUSE MICOS complex subunit MIC60 OS=Mus ,48138000,54974000,48037000,36251000,32291000,52207000
"sp|Q8CAY6|THIC_MOUSE Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus OX=10090 GN=Acat2 PE=1 SV=2;tr|F2Z459|F2Z459_MOUSE Acetyl-Coenzyme A acetyltransferase 3 OS=Mus musculus OX=10090 GN=Acat3 PE=1 SV=1;tr|G3XA25|G3XA25_MOUSE Acetyl-CoA acetyltransf",4884900,5297900,4810000,3987600,2927200,4130900
tr|Q8CBG6|Q8CBG6_MOUSE 6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1;sp|Q9CQ60|6PGL_MOUSE 6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1;tr|Q8C6M6|Q8C6M6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE,1567400,1477100,1398200,1272100,987360,1537800
tr|Z4YL55|Z4YL55_MOUSE Codanin-1 OS=Mus musculus OX=10090 GN=Cdan1 PE=1 SV=1;sp|Q8CC12|CDAN1_MOUSE Codanin-1 OS=Mus musculus OX=10090 GN=Cdan1 PE=1 SV=2,0,0,0,0,0,0
sp|Q8CC88|VWA8_MOUSE von Willebrand factor A domain-containing protein 8 OS=Mus musculus OX=10090 GN=Vwa8 PE=1 SV=2,17375,10017,14085,12674,4505.1,16358
tr|Q8CCG5|Q8CCG5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ralb PE=2 SV=1;sp|Q9JIW9|RALB_MOUSE Ras-related protein Ral-B OS=Mus musculus OX=10090 GN=Ralb PE=1 SV=1;tr|F6QC68|F6QC68_MOUSE Ras-related protein Ral-B (Fragment) OS=Mus musculus ,2752700,3183600,2570900,1832000,1711200,3031700
sp|Q8CCJ3|UFL1_MOUSE E3 UFM1-protein ligase 1 OS=Mus musculus OX=10090 GN=Ufl1 PE=1 SV=2,324800,362690,296080,274680,183610,307780
tr|Q8CCN4|Q8CCN4_MOUSE Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1;tr|A0A0G2JE54|A0A0G2JE54_MOUSE Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1;tr|Q9JLM6|Q9JLM6_MOUSE CLICK-I beta OS,0,0,0,0,0,0
sp|Q8CD92|TTC27_MOUSE Tetratricopeptide repeat protein 27 OS=Mus musculus OX=10090 GN=Ttc27 PE=1 SV=2,11921,19142,12394,7780.1,0,12339
tr|Q8CDZ5|Q8CDZ5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nup133 PE=2 SV=1;sp|Q8R0G9|NU133_MOUSE Nuclear pore complex protein Nup133 OS=Mus musculus OX=10090 GN=Nup133 PE=1 SV=2,141640,147340,161970,104540,102010,179540
sp|Q8CE50|SNX30_MOUSE Sorting nexin-30 OS=Mus musculus OX=10090 GN=Snx30 PE=1 SV=1,603050,488430,463890,474700,345120,510140
sp|Q8CE90|MP2K7_MOUSE Dual specificity mitogen-activated protein kinase kinase 7 OS=Mus musculus OX=10090 GN=Map2k7 PE=1 SV=1,87051,102540,94567,80638,54029,103630
tr|Q8CEH4|Q8CEH4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Pfdn1 PE=2 SV=1;tr|Q9CQF7|Q9CQF7_MOUSE Prefoldin 1 OS=Mus musculus OX=10090 GN=Pfdn1 PE=1 SV=1;tr|Q8R3R9|Q8R3R9_MOUSE Prefoldin 1 OS=Mus musculus OX=10090 GN=Pfdn1 PE=2 S,2629200,1410200,2120400,1618700,987920,1435800
sp|Q8CF66|LTOR4_MOUSE Ragulator complex protein LAMTOR4 OS=Mus musculus OX=10090 GN=Lamtor4 PE=1 SV=2,4566.8,6805,0,0,4975.4,0
tr|Q8CFX3|Q8CFX3_MOUSE Protocadherin 1 OS=Mus musculus OX=10090 GN=Pcdh1 PE=1 SV=1;tr|Q8QZT6|Q8QZT6_MOUSE Pcdh1 protein (Fragment) OS=Mus musculus OX=10090 GN=Pcdh1 PE=2 SV=1,4399800,5255500,4492900,3247800,2293700,4864300
sp|Q8CG72|ARHL2_MOUSE Poly(ADP-ribose) glycohydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprhl2 PE=1 SV=1,75224,93757,99893,40491,36577,92797
sp|Q8CG76|ARK72_MOUSE Aflatoxin B1 aldehyde reductase member 2 OS=Mus musculus OX=10090 GN=Akr7a2 PE=1 SV=3,1760500,2019100,1759800,1362200,1074800,1700900
sp|Q8CGC7|SYEP_MOUSE Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus OX=10090 GN=Eprs PE=1 SV=4;tr|B9EIU1|B9EIU1_MOUSE Glutamyl-prolyl-tRNA synthetase OS=Mus musculus OX=10090 GN=Eprs PE=2 SV=1,3399500,3340100,3624300,2085500,1733700,3981300
sp|Q8CGF6|WDR47_MOUSE WD repeat-containing protein 47 OS=Mus musculus OX=10090 GN=Wdr47 PE=1 SV=2,1050500,1184800,1062800,697240,531910,1113100
"sp|Q8CGK3|LONM_MOUSE Lon protease homolog, mitochondrial OS=Mus musculus OX=10090 GN=Lonp1 PE=1 SV=2;tr|Q3V2D0|Q3V2D0_MOUSE Lon protease homolog, mitochondrial OS=Mus musculus OX=10090 GN=Lonp1 PE=2 SV=1",4467500,4218600,4340500,3402800,2906700,4217000
sp|Q8CGY8|OGT1_MOUSE UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus OX=10090 GN=Ogt PE=1 SV=2,2844000,3160400,3145500,2185900,1507800,3762100
sp|Q8CHP8|PGP_MOUSE Glycerol-3-phosphate phosphatase OS=Mus musculus OX=10090 GN=Pgp PE=1 SV=1;tr|Q9CVY8|Q9CVY8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pgp PE=2 SV=2;tr|Q5XK18|Q5XK18_MOUSE Pgp protein OS=Mus musculus OX=10090 GN=Pgp PE=2 ,8546900,8717100,9755800,6667600,5160400,10022000
"sp|Q8CHT0|AL4A1_MOUSE Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh4a1 PE=1 SV=3;tr|Q6P9Q7|Q6P9Q7_MOUSE Aldh4a1 protein OS=Mus musculus OX=10090 GN=Aldh4a1 PE=2 SV=1",2945000,3364000,3113300,2197100,1648600,2742700
sp|Q8CHX7|RFTN2_MOUSE Raftlin-2 OS=Mus musculus OX=10090 GN=Rftn2 PE=1 SV=3,64113,63396,70704,43756,37131,86593
sp|Q8CI71|VPS50_MOUSE Syndetin OS=Mus musculus OX=10090 GN=Vps50 PE=1 SV=2;tr|Q9D9P9|Q9D9P9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vps50 PE=2 SV=1,956290,970030,976720,759070,640520,1136900
tr|Q8CIJ3|Q8CIJ3_MOUSE Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=2 SV=1;sp|Q8JZQ9|EIF3B_MOUSE Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus OX=10090 GN=Eif3b PE=1 SV=1,2411800,2347400,2619600,1852900,1405800,3003300
sp|Q8CJ61|CKLF4_MOUSE CKLF-like MARVEL transmembrane domain-containing protein 4 OS=Mus musculus OX=10090 GN=Cmtm4 PE=1 SV=1,1826500,2072000,1638300,1568800,841770,2048500
sp|Q8HW98|IGLO5_MOUSE IgLON family member 5 OS=Mus musculus OX=10090 GN=Iglon5 PE=2 SV=2,64427,57777,115360,27714,12311,87775
sp|Q8JZL3|THTPA_MOUSE Thiamine-triphosphatase OS=Mus musculus OX=10090 GN=Thtpa PE=1 SV=3,106020,113000,91367,68324,78383,80803
"sp|Q8JZN5|ACAD9_MOUSE Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2",5995600,6894000,6696400,4657400,3342400,8205300
"sp|Q8JZS0|LIN7A_MOUSE Protein lin-7 homolog A OS=Mus musculus OX=10090 GN=Lin7a PE=1 SV=2;tr|Q3TUM0|Q3TUM0_MOUSE MCG16980, isoform CRA_b OS=Mus musculus OX=10090 GN=Lin7a PE=1 SV=1",4528800,5599600,4352500,3814700,2748700,5517900
"sp|Q8JZU2|TXTP_MOUSE Tricarboxylate transport protein, mitochondrial OS=Mus musculus OX=10090 GN=Slc25a1 PE=1 SV=1;tr|F6VVY4|F6VVY4_MOUSE Tricarboxylate transport protein, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Slc25a1 PE=1 SV=1",4451700,4047100,3340500,3064900,3233100,3540400
sp|Q8JZW4|CPNE5_MOUSE Copine-5 OS=Mus musculus OX=10090 GN=Cpne5 PE=1 SV=1;tr|Q8BRJ6|Q8BRJ6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Cpne9 PE=2 SV=1;tr|A0A0R4J0J1|A0A0R4J0J1_MOUSE Copine-9 OS=Mus musculus OX=10090 GN=Cpne9 PE=1 SV=1;sp|Q1R,2631000,2199400,2302700,1263100,1545300,2028000
sp|Q8K010|OPLA_MOUSE 5-oxoprolinase OS=Mus musculus OX=10090 GN=Oplah PE=1 SV=1;tr|E9Q484|E9Q484_MOUSE 5-oxoprolinase (Fragment) OS=Mus musculus OX=10090 GN=Oplah PE=1 SV=8;tr|Q3TYS9|Q3TYS9_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 ,467600,387960,497290,285520,241040,596740
sp|Q8K0B2|LMBD1_MOUSE Probable lysosomal cobalamin transporter OS=Mus musculus OX=10090 GN=Lmbrd1 PE=1 SV=1,414020,495290,470600,395240,255040,434830
"sp|Q8K0C9|GMDS_MOUSE GDP-mannose 4,6 dehydratase OS=Mus musculus OX=10090 GN=Gmds PE=1 SV=1",102040,88724,112970,79091,84953,68575
"tr|Q8K0E9|Q8K0E9_MOUSE Dhdh protein (Fragment) OS=Mus musculus OX=10090 GN=Dhdh PE=2 SV=1;sp|Q9DBB8|DHDH_MOUSE Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase OS=Mus musculus OX=10090 GN=Dhdh PE=1 SV=1;tr|A0A1B0GSH8|A0A1B0GSH8_MOUSE Predicted gene 45808 (F",471490,402370,410750,333780,287810,390930
sp|Q8K0G5|EIPR1_MOUSE EARP-interacting protein OS=Mus musculus OX=10090 GN=Eipr1 PE=1 SV=2;tr|A0A217FL60|A0A217FL60_MOUSE EARP-interacting protein OS=Mus musculus OX=10090 GN=Eipr1 PE=1 SV=1;tr|A0A1Y7VN36|A0A1Y7VN36_MOUSE EARP-interacting protein (Fragment,549210,470480,660770,359610,279290,589810
sp|Q8K0S5|R4RL1_MOUSE Reticulon-4 receptor-like 1 OS=Mus musculus OX=10090 GN=Rtn4rl1 PE=1 SV=1,171600,141790,183300,80892,58335,191380
sp|Q8K0T4|KATL1_MOUSE Katanin p60 ATPase-containing subunit A-like 1 OS=Mus musculus OX=10090 GN=Katnal1 PE=1 SV=1,106920,63688,96860,73278,52907,124120
sp|Q8K0U4|HS12A_MOUSE Heat shock 70 kDa protein 12A OS=Mus musculus OX=10090 GN=Hspa12a PE=1 SV=1;tr|Q3TNR3|Q3TNR3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hspa12a PE=2 SV=1,7532700,7668900,7409000,6251400,5228300,8403000
sp|Q8K183|PDXK_MOUSE Pyridoxal kinase OS=Mus musculus OX=10090 GN=Pdxk PE=1 SV=1,19891000,19859000,16293000,12626000,15104000,14039000
sp|Q8K1M6|DNM1L_MOUSE Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=2;tr|Q3U4P3|Q3U4P3_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Dnm1l PE=2 SV=1,25857000,30767000,27063000,20247000,16375000,28180000
sp|Q8K212|PACS1_MOUSE Phosphofurin acidic cluster sorting protein 1 OS=Mus musculus OX=10090 GN=Pacs1 PE=1 SV=2;tr|Q3TP27|Q3TP27_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Pacs1 PE=2 SV=1;tr|Q3TAB8|Q3TAB8_MOUSE Uncharacterized pro,3173900,3313800,2763400,2409000,1650300,2925800
sp|Q8K215|LYRM4_MOUSE LYR motif-containing protein 4 OS=Mus musculus OX=10090 GN=Lyrm4 PE=1 SV=1,291730,427510,439000,252990,158100,318960
sp|Q8K274|KT3K_MOUSE Ketosamine-3-kinase OS=Mus musculus OX=10090 GN=Fn3krp PE=1 SV=2,1160900,1136800,1176300,787550,679390,1228200
"sp|Q8K2B3|SDHA_MOUSE Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdha PE=1 SV=1",41233000,39590000,42997000,27273000,25586000,42451000
sp|Q8K2C9|HACD3_MOUSE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2,969240,1032100,1148600,748450,468570,1133200
"tr|Q9D8E9|Q9D8E9_MOUSE Fibroblast growth factor (Acidic) intracellular binding protein, isoform CRA_a OS=Mus musculus OX=10090 GN=Fibp PE=2 SV=1;tr|Q8K2D8|Q8K2D8_MOUSE Acidic fibroblast growth factor intracellular-binding protein OS=Mus musculus OX=10090 G",550290,455390,523000,359510,331230,621240
sp|Q8K2H2|OTU6B_MOUSE Deubiquitinase OTUD6B OS=Mus musculus OX=10090 GN=Otud6b PE=1 SV=1;tr|A0A0A0MQF5|A0A0A0MQF5_MOUSE OTU domain-containing protein 6B OS=Mus musculus OX=10090 GN=Otud6b PE=1 SV=1,5039,6859,8992.3,4474.1,4144.7,9970.7
sp|Q8K2I1|FNTB_MOUSE Protein farnesyltransferase subunit beta OS=Mus musculus OX=10090 GN=Fntb PE=1 SV=1,5276.1,3999,6188.6,2896.5,0,10425
sp|Q8K341|ATAT_MOUSE Alpha-tubulin N-acetyltransferase 1 OS=Mus musculus OX=10090 GN=Atat1 PE=1 SV=1;tr|F6RPX5|F6RPX5_MOUSE Alpha-tubulin N-acetyltransferase 1 (Fragment) OS=Mus musculus OX=10090 GN=Atat1 PE=1 SV=1,458330,677660,695980,287410,189530,466700
sp|Q8K354|CBR3_MOUSE Carbonyl reductase [NADPH] 3 OS=Mus musculus OX=10090 GN=Cbr3 PE=1 SV=1,7903300,9014100,8874200,5589500,4292000,8367200
sp|Q8K394|PLCL2_MOUSE Inactive phospholipase C-like protein 2 OS=Mus musculus OX=10090 GN=Plcl2 PE=1 SV=2,738170,743990,768000,608230,441350,889400
sp|Q8K3H0|DP13A_MOUSE DCC-interacting protein 13-alpha OS=Mus musculus OX=10090 GN=Appl1 PE=1 SV=1,3106100,3377500,3149600,2825900,1819800,3672500
"sp|Q8K411|PREP_MOUSE Presequence protease, mitochondrial OS=Mus musculus OX=10090 GN=Pitrm1 PE=1 SV=1",1006800,1130300,1022900,810800,520940,1126400
sp|Q8K424|TRPV3_MOUSE Transient receptor potential cation channel subfamily V member 3 OS=Mus musculus OX=10090 GN=Trpv3 PE=1 SV=2,33146,25521,17952,31666,36531,13513
sp|Q8K4Z3|NNRE_MOUSE NAD(P)H-hydrate epimerase OS=Mus musculus OX=10090 GN=Naxe PE=1 SV=1,1348100,1195200,1472400,699120,684950,1340100
sp|Q8K596|NAC2_MOUSE Sodium/calcium exchanger 2 OS=Mus musculus OX=10090 GN=Slc8a2 PE=1 SV=1;tr|Q6ZPY3|Q6ZPY3_MOUSE MKIAA1087 protein (Fragment) OS=Mus musculus OX=10090 GN=mKIAA1087 PE=2 SV=1,8512600,10803000,8752800,7394100,5619300,8951600
"sp|Q8QZS1|HIBCH_MOUSE 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hibch PE=1 SV=1;tr|E0CX19|E0CX19_MOUSE 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hibch PE=1 SV=1",1754800,1644900,1502700,1273400,1180600,1476000
"sp|Q8QZT2|CCSAP_MOUSE Centriole, cilia and spindle-associated protein OS=Mus musculus OX=10090 GN=Ccsap PE=1 SV=1",1260500,1864000,1075600,939510,711190,1688100
sp|Q8QZV4|ST32C_MOUSE Serine/threonine-protein kinase 32C OS=Mus musculus OX=10090 GN=Stk32c PE=1 SV=1,144140,184440,134730,71756,82977,108250
sp|Q8QZY1|EIF3L_MOUSE Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1,437400,270940,342300,286760,231540,400730
sp|Q8R050|ERF3A_MOUSE Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus OX=10090 GN=Gspt1 PE=1 SV=2;tr|Q3UL02|Q3UL02_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Gspt1 PE=2 SV=1;tr|Q8BPH0|Q8BPH0_MOUSE,2854200,2767900,2899500,2211600,1971700,3176500
sp|Q8R071|IP3KA_MOUSE Inositol-trisphosphate 3-kinase A OS=Mus musculus OX=10090 GN=Itpka PE=1 SV=1,11917000,13798000,12516000,9954500,6261900,16346000
"sp|Q8R086|SUOX_MOUSE Sulfite oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Suox PE=1 SV=2",111870,108320,118180,102710,78888,115360
"sp|Q8R0F8|FAHD1_MOUSE Acylpyruvase FAHD1, mitochondrial OS=Mus musculus OX=10090 GN=Fahd1 PE=1 SV=2",205510,222490,231030,200000,165850,217070
sp|Q8R0Y6|AL1L1_MOUSE Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1;tr|Q8CIF2|Q8CIF2_MOUSE 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=2 SV=1;tr|A0A0N4SW56|A0A0N4SW56_MOUS,8380700,8566000,9053000,6079400,4844400,9371200
sp|Q8R191|SNG3_MOUSE Synaptogyrin-3 OS=Mus musculus OX=10090 GN=Syngr3 PE=1 SV=1,28859000,26546000,26263000,22961000,18122000,27311000
sp|Q8R1B4|EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1,1512800,1320900,1387100,1094300,766130,1686800
sp|Q8R1V4|TMED4_MOUSE Transmembrane emp24 domain-containing protein 4 OS=Mus musculus OX=10090 GN=Tmed4 PE=1 SV=1;tr|Q6PDC2|Q6PDC2_MOUSE Tmed9 protein OS=Mus musculus OX=10090 GN=Tmed9 PE=1 SV=1;tr|Q9CZL0|Q9CZL0_MOUSE Uncharacterized protein OS=Mus musculu,311920,178000,271760,230530,173080,308980
sp|Q8R2R3|AAGAB_MOUSE Alpha- and gamma-adaptin-binding protein p34 OS=Mus musculus OX=10090 GN=Aagab PE=1 SV=2,446550,497300,469500,331010,251100,498170
sp|Q8R2R9|AP3M2_MOUSE AP-3 complex subunit mu-2 OS=Mus musculus OX=10090 GN=Ap3m2 PE=1 SV=1,1365100,1288200,1426900,951350,869270,1518700
tr|Q9D375|Q9D375_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Abhd6 PE=2 SV=1;sp|Q8R2Y0|ABHD6_MOUSE Monoacylglycerol lipase ABHD6 OS=Mus musculus OX=10090 GN=Abhd6 PE=1 SV=1,166410,113790,147900,111170,87290,133480
sp|Q8R326|PSPC1_MOUSE Paraspeckle component 1 OS=Mus musculus OX=10090 GN=Pspc1 PE=1 SV=1;tr|F7D909|F7D909_MOUSE Paraspeckle component 1 (Fragment) OS=Mus musculus OX=10090 GN=Pspc1 PE=1 SV=1,1894700,2340700,1691900,1687700,1104400,2347600
sp|Q8R464|CADM4_MOUSE Cell adhesion molecule 4 OS=Mus musculus OX=10090 GN=Cadm4 PE=1 SV=1,9003000,9186800,11263000,7229500,5332400,14100000
sp|Q8R4E6|PURG_MOUSE Purine-rich element-binding protein gamma OS=Mus musculus OX=10090 GN=Purg PE=1 SV=1,31610,17644,21292,13907,5698,36728
sp|Q8R555|CRAC1_MOUSE Cartilage acidic protein 1 OS=Mus musculus OX=10090 GN=Crtac1 PE=2 SV=1,399990,365040,354580,295950,147230,422130
sp|Q8R570|SNP47_MOUSE Synaptosomal-associated protein 47 OS=Mus musculus OX=10090 GN=Snap47 PE=1 SV=1;tr|B2FDF6|B2FDF6_MOUSE Synaptosomal-associated protein 47 OS=Mus musculus OX=10090 GN=Snap47 PE=1 SV=1,3503800,2725800,3433100,2868600,1715200,3941900
sp|Q8R5C5|ACTY_MOUSE Beta-centractin OS=Mus musculus OX=10090 GN=Actr1b PE=1 SV=1,514000,626750,551550,360710,302070,532100
sp|Q8R5H1|UBP15_MOUSE Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus OX=10090 GN=Usp15 PE=1 SV=1,426260,369350,508930,277760,208830,477750
sp|Q8R5H6|WASF1_MOUSE Wiskott-Aldrich syndrome protein family member 1 OS=Mus musculus OX=10090 GN=Wasf1 PE=1 SV=2,1965400,1720300,1542200,1561800,1143300,2010400
