Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|Q3TRH2|Q3TRH2_MOUSE 26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus OX=10090 GN=Psmd12 PE=1 SV=1;tr|Q3U8F5|Q3U8F5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Psmd12 PE=2 SV=1;sp|Q9D8W5|PSD12_MOUSE 26S proteasome non-ATPase ,2520100,2096200,1839900,1248700,1420700,1735900
tr|Q8BTU5|Q8BTU5_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma1 PE=2 SV=1;tr|Q3TS44|Q3TS44_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1;sp|Q9R1P4|PSA1_MOUSE Proteasome subunit alpha type-1 OS=Mus mu,3526800,3651500,3026000,2200800,3362300,2941300
tr|Q3TS50|Q3TS50_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpu PE=2 SV=1;tr|Q8C290|Q8C290_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hnrnpu PE=2 SV=1;tr|Q3ULH5|Q3ULH5_MOUSE Uncharacterized protein OS=Mus musculu,6645300,11719000,4181500,4916800,8287500,8355100
tr|Q3TS83|Q3TS83_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vps41 PE=2 SV=1;sp|Q5KU39|VPS41_MOUSE Vacuolar protein sorting-associated protein 41 homolog OS=Mus musculus OX=10090 GN=Vps41 PE=1 SV=1,496520,383450,421950,155260,319680,271800
tr|Q3TS88|Q3TS88_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ppp1r12a PE=2 SV=1;sp|Q9DBR7|MYPT1_MOUSE Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus OX=10090 GN=Ppp1r12a PE=1 SV=2;tr|A0A1W2P750|A0A1W2P750_MOUSE Protei,934750,876500,764430,618400,1232800,700130
tr|Q3UBB2|Q3UBB2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vps36 PE=2 SV=1;tr|Q3TSR1|Q3TSR1_MOUSE Vacuolar protein sorting 36 (Yeast) OS=Mus musculus OX=10090 GN=Vps36 PE=1 SV=1;sp|Q91XD6|VPS36_MOUSE Vacuolar protein-sorting-associated prot,586390,631510,570020,406540,574550,493620
tr|Q3TSV4|Q3TSV4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Atrx PE=2 SV=1;tr|Q3UZ76|Q3UZ76_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Atrx PE=2 SV=1;sp|Q61687|ATRX_MOUSE Transcriptional regulator ATRX OS,2215.6,0,0,0,0,0
tr|Q3TSX8|Q3TSX8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tomm70a PE=2 SV=1;tr|Q80TT4|Q80TT4_MOUSE MKIAA0719 protein (Fragment) OS=Mus musculus OX=10090 GN=Tomm70a PE=2 SV=1;sp|Q9CZW5|TOM70_MOUSE Mitochondrial import receptor subunit TOM70,16772000,8875600,13829000,9097400,10571000,14623000
tr|Q5BL18|Q5BL18_MOUSE Matrin 3 OS=Mus musculus OX=10090 GN=Matr3 PE=1 SV=1;tr|Q4FJT0|Q4FJT0_MOUSE Matr3 protein OS=Mus musculus OX=10090 GN=Matr3 PE=2 SV=1;tr|Q3TTX0|Q3TTX0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Matr3 PE=2 SV=1;tr|Q6ZQ6,22461000,31033000,16518000,15754000,26770000,20751000
tr|Q3TUH8|Q3TUH8_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Rps6ka5 PE=2 SV=1;sp|Q8C050|KS6A5_MOUSE Ribosomal protein S6 kinase alpha-5 OS=Mus musculus OX=10090 GN=Rps6ka5 PE=1 SV=2,124900,143330,129290,138480,201100,182390
tr|Q3UPK6|Q3UPK6_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma5 PE=1 SV=1;tr|Q3TUX3|Q3TUX3_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma5 PE=2 SV=1;tr|Q3TUI9|Q3TUI9_MOUSE Proteasome subunit alpha type OS=Mus mu,126500,125500,101640,52837,101290,104950
tr|Q3TUQ7|Q3TUQ7_MOUSE Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Prkaa1 PE=1 SV=1;sp|Q5EG47|AAPK1_MOUSE 5-AMP-activated protein kinase catalytic subunit alpha-1 OS=Mus musculus OX=10090 GN=Prkaa1 PE=1 SV=2;sp|Q8BRK8|AAPK2_MO,684140,501220,679830,250190,459230,407540
"tr|Q3TVJ8|Q3TVJ8_MOUSE Signal sequence receptor, delta, isoform CRA_b OS=Mus musculus OX=10090 GN=Ssr4 PE=1 SV=1;tr|Q9D8L3|Q9D8L3_MOUSE Signal sequence receptor, delta OS=Mus musculus OX=10090 GN=Ssr4 PE=1 SV=1;sp|Q62186|SSRD_MOUSE Translocon-associated pr",3206700,2486100,2213300,1340100,1892300,1770200
tr|Q3TVK3|Q3TVK3_MOUSE Aspartyl aminopeptidase OS=Mus musculus OX=10090 GN=Dnpep PE=1 SV=1;tr|Q8CAJ7|Q8CAJ7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dnpep PE=2 SV=1;tr|Q3U3I6|Q3U3I6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE,6235900,5927500,5648800,3902900,5206100,5115900
"tr|Q923G3|Q923G3_MOUSE Capping protein (Actin filament) muscle Z-line, beta OS=Mus musculus OX=10090 GN=Capzb PE=2 SV=1;tr|Q3TVK4|Q3TVK4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Capzb PE=2 SV=1;tr|Q3TRH8|Q3TRH8_MOUSE Uncharacterized protei",8097900,6126100,6889500,4411700,8051800,5984300
tr|Q3TVW6|Q3TVW6_MOUSE LIM and cysteine-rich domains 1 OS=Mus musculus OX=10090 GN=Lmcd1 PE=1 SV=1;sp|Q8VEE1|LMCD1_MOUSE LIM and cysteine-rich domains protein 1 OS=Mus musculus OX=10090 GN=Lmcd1 PE=1 SV=1,70344,144420,66430,87780,245770,90766
tr|Q3U4M7|Q3U4M7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tpp2 PE=2 SV=1;tr|Q3TW28|Q3TW28_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tpp2 PE=2 SV=1;sp|Q64514|TPP2_MOUSE Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp,9378000,7431900,8106900,5463500,8655300,6914100
tr|Q3UZI3|Q3UZI3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Snd1 PE=2 SV=1;tr|Q3TW51|Q3TW51_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Snd1 PE=2 SV=1;sp|Q78PY7|SND1_MOUSE Staphylococcal nuclease domain-containing protein 1 OS=,5819100,5763500,4472600,3140000,4801400,4530900
"tr|Q3TW74|Q3TW74_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Mthfd1 PE=2 SV=1;sp|Q922D8|C1TC_MOUSE C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=4;tr|Q3UZH3|Q3UZH3_MOUSE Uncharacterized protein (Fragmen",6365500,5948800,6116700,2932900,5194900,4256800
tr|Q8BVK3|Q8BVK3_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Uap1l1 PE=2 SV=1;sp|Q3TW96|UAP1L_MOUSE UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1,565880,662880,616950,283720,591030,426250
tr|Q3TWG5|Q3TWG5_MOUSE Dynein cytoplasmic 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1;sp|Q8R1Q8|DC1L1_MOUSE Cytoplasmic dynein 1 light intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1li1 PE=1 SV=1;tr|A2VDF8|A2VDF8_MOUS,4625800,3652700,3938600,2360100,4128500,3154900
tr|Q3UZ27|Q3UZ27_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Aldh18a1 PE=2 SV=1;tr|Q3UGW8|Q3UGW8_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Aldh18a1 PE=2 SV=1;tr|Q3TWN8|Q3TWN8_MOUSE Delta-1-pyrroline-5-carboxylate sy,2461800,3003500,2254600,1250400,1874500,1733300
tr|Q78P93|Q78P93_MOUSE Acid ceramidase OS=Mus musculus OX=10090 GN=Asah1 PE=1 SV=1;tr|Q3U646|Q3U646_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Asah1 PE=2 SV=1;tr|Q3TWT5|Q3TWT5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Asah1 P,1479200,1280300,1082300,732640,1099000,928850
tr|Q3TWV0|Q3TWV0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vim PE=2 SV=1,177220,679830,101580,50009,149280,52554
tr|Q3U3J9|Q3U3J9_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Aldh3b1 PE=2 SV=1;tr|Q3TX25|Q3TX25_MOUSE Aldehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh3b1 PE=1 SV=1;sp|Q80VQ0|AL3B1_MOUSE Aldehyde dehydrogenase family 3 member,874150,573640,1088200,260120,448480,395980
tr|Q3UA21|Q3UA21_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx6 PE=2 SV=1;tr|Q3TX70|Q3TX70_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx6 PE=2 SV=1;sp|Q9JKK1|STX6_MOUSE Syntaxin-6 OS=Mus musculus OX=10090 GN=Stx6 PE=1 SV=1;t,1510800,1322200,1208800,753230,1323600,1100100
tr|Q5RKP0|Q5RKP0_MOUSE Vat1 protein (Fragment) OS=Mus musculus OX=10090 GN=Vat1 PE=2 SV=1;tr|Q499X4|Q499X4_MOUSE Vesicle amine transport protein 1 homolog (T californica) OS=Mus musculus OX=10090 GN=Vat1 PE=1 SV=1;tr|Q3U331|Q3U331_MOUSE Uncharacterized pro,8859000,4579800,3922300,1232100,2285200,2584600
tr|Q3TXK6|Q3TXK6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tsnax PE=2 SV=1;sp|Q9QZE7|TSNAX_MOUSE Translin-associated protein X OS=Mus musculus OX=10090 GN=Tsnax PE=1 SV=1,944670,1186200,748370,448440,511470,589800
tr|Q3TXL0|Q3TXL0_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ero1l PE=2 SV=1;tr|Q4FK57|Q4FK57_MOUSE Ero1l protein OS=Mus musculus OX=10090 GN=Ero1l PE=1 SV=1;tr|Q4FJZ3|Q4FJZ3_MOUSE Ero1l protein OS=Mus musculus OX=10090 GN=Ero1l PE,81200,40280,46381,27747,38298,31510
sp|Q3TXS7|PSMD1_MOUSE 26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus OX=10090 GN=Psmd1 PE=1 SV=1;tr|Q8CGI9|Q8CGI9_MOUSE Psmd1 protein (Fragment) OS=Mus musculus OX=10090 GN=Psmd1 PE=2 SV=1;tr|Q5HZG6|Q5HZG6_MOUSE Psmd1 protein (Fragment) OS=,3169000,2759300,2153400,1470400,2140600,1969500
"tr|Q3TXV4|Q3TXV4_MOUSE Rab22B OS=Mus musculus OX=10090 GN=Rab31 PE=1 SV=1;sp|Q921E2|RAB31_MOUSE Ras-related protein Rab-31 OS=Mus musculus OX=10090 GN=Rab31 PE=1 SV=1;tr|A2ARZ7|A2ARZ7_MOUSE RAB22A, member RAS oncogene family, isoform CRA_c OS=Mus musculus ",3483300,2790600,3570100,1664600,2109600,1806000
tr|Q7TPN5|Q7TPN5_MOUSE Wiskott-Aldrich syndrome-like (Human) OS=Mus musculus OX=10090 GN=Wasl PE=2 SV=1;tr|Q3TXX8|Q3TXX8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wasl PE=1 SV=1;sp|Q91YD9|WASL_MOUSE Neural Wiskott-Aldrich syndrome protein O,157680,141730,157580,94186,225090,125410
tr|Q3TY75|Q3TY75_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tbr1 PE=2 SV=1;sp|Q64336|TBR1_MOUSE T-box brain protein 1 OS=Mus musculus OX=10090 GN=Tbr1 PE=1 SV=2,0,0,0,0,0,0
"tr|Q3TY78|Q3TY78_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gnal PE=2 SV=1;tr|Q66L47|Q66L47_MOUSE Guanine nucleotide binding protein, alpha stimulating, olfactory type OS=Mus musculus OX=10090 GN=Gnal PE=1 SV=1;sp|Q8CGK7|GNAL_MOUSE Guanine n",4074400,7938800,3763500,6432200,4953000,7886000
tr|Q3TYA4|Q3TYA4_MOUSE Syntaxin-binding protein 6 OS=Mus musculus OX=10090 GN=Stxbp6 PE=1 SV=1;sp|Q8R3T5|STXB6_MOUSE Syntaxin-binding protein 6 OS=Mus musculus OX=10090 GN=Stxbp6 PE=1 SV=1,4017500,8357100,5340900,2081100,3443300,2948600
sp|Q3TYD6|LMTK2_MOUSE Serine/threonine-protein kinase LMTK2 OS=Mus musculus OX=10090 GN=Lmtk2 PE=1 SV=3,154460,215390,119040,130240,251870,182870
tr|Q3TYJ0|Q3TYJ0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stub1 PE=2 SV=1;sp|Q9WUD1|CHIP_MOUSE STIP1 homology and U box-containing protein 1 OS=Mus musculus OX=10090 GN=Stub1 PE=1 SV=1,2111600,2139000,1747600,1256700,2226000,1459800
sp|Q3TYX3|SMYD5_MOUSE SET and MYND domain-containing protein 5 OS=Mus musculus OX=10090 GN=Smyd5 PE=1 SV=2,956820,716860,851820,724200,744450,779290
tr|Q3UJ89|Q3UJ89_MOUSE Acetyl-coenzyme A synthetase OS=Mus musculus OX=10090 GN=Acss1 PE=1 SV=1;tr|Q3TZ45|Q3TZ45_MOUSE Acetyl-coenzyme A synthetase OS=Mus musculus OX=10090 GN=Acss1 PE=2 SV=1;tr|Q69Z91|Q69Z91_MOUSE Acetyl-coenzyme A synthetase (Fragment) O,707180,1077900,567790,283290,417900,427790
"tr|Q3TZE2|Q3TZE2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Adam11 PE=2 SV=1;tr|Q7TQG7|Q7TQG7_MOUSE A disintegrin and metallopeptidase domain 11, isoform CRA_a OS=Mus musculus OX=10090 GN=Adam11 PE=1 SV=1;sp|Q9R1V4|ADA11_MOUSE Dis",405050,99494,388590,19074,444260,215060
tr|Q3U950|Q3U950_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Mogs PE=2 SV=1;tr|Q3U8P9|Q3U8P9_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Mogs PE=2 SV=1;tr|Q3UME9|Q3UME9_MOUSE Uncharacterized protein OS=Mus ,841560,747820,628300,387110,676230,585740
tr|Q548F2|Q548F2_MOUSE Guanine deaminase OS=Mus musculus OX=10090 GN=Gda PE=1 SV=1;tr|Q3U0C4|Q3U0C4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gda PE=2 SV=1;tr|Q69ZN0|Q69ZN0_MOUSE MKIAA1258 protein (Fragment) OS=Mus musculus OX=10090 GN=Gda ,76631000,54272000,52167000,46096000,65392000,66486000
"tr|Q3U0T9|Q3U0T9_MOUSE RAB35, member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab35 PE=1 SV=1;sp|Q6PHN9|RAB35_MOUSE Ras-related protein Rab-35 OS=Mus musculus OX=10090 GN=Rab35 PE=1 SV=1",7975500,4876800,5534800,3006700,4509400,4276200
sp|Q3U0V1|FUBP2_MOUSE Far upstream element-binding protein 2 OS=Mus musculus OX=10090 GN=Khsrp PE=1 SV=2,12557000,19257000,11246000,9182800,18626000,12599000
tr|Q3U125|Q3U125_MOUSE Redox-regulatory protein FAM213A OS=Mus musculus OX=10090 GN=Fam213a PE=1 SV=1;sp|Q9CYH2|F213A_MOUSE Redox-regulatory protein FAM213A OS=Mus musculus OX=10090 GN=Fam213a PE=1 SV=2;tr|D3Z0A8|D3Z0A8_MOUSE Redox-regulatory protein FAM21,1584100,1642600,1338700,507600,1215100,845620
"sp|Q3U186|SYRM_MOUSE Probable arginine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Rars2 PE=1 SV=1",489530,632390,465880,419550,523070,469530
tr|Q5PPR2|Q5PPR2_MOUSE Exocyst complex component 1 OS=Mus musculus OX=10090 GN=Exoc1 PE=1 SV=1;tr|Q3U1G4|Q3U1G4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Exoc1 PE=2 SV=1;tr|Q6P1Y9|Q6P1Y9_MOUSE Exocyst complex component 1 OS=Mus musculus OX=,646340,494660,568290,400370,635040,477450
sp|Q3U1J4|DDB1_MOUSE DNA damage-binding protein 1 OS=Mus musculus OX=10090 GN=Ddb1 PE=1 SV=2;tr|Q91YC8|Q91YC8_MOUSE Damaged-DNA recognition protein 1 OS=Mus musculus OX=10090 GN=Ddb1 PE=2 SV=1,3074500,2273400,2102900,1374000,1266800,1824700
"tr|Q3U5I5|Q3U5I5_MOUSE Growth factor receptor bound protein 2, isoform CRA_b OS=Mus musculus OX=10090 GN=Grb2 PE=2 SV=1;tr|Q3U1Q4|Q3U1Q4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Grb2 PE=2 SV=1;sp|Q60631|GRB2_MOUSE Growth factor receptor-bo",3932300,5171700,3421200,2414200,4986300,2972700
tr|Q3U1S6|Q3U1S6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Csde1 PE=1 SV=1;sp|Q91W50|CSDE1_MOUSE Cold shock domain-containing protein E1 OS=Mus musculus OX=10090 GN=Csde1 PE=1 SV=1;tr|Q3U672|Q3U672_MOUSE Uncharacterized protein OS=Mus muscu,5886100,4821000,5340300,3068900,5984200,3833500
tr|Q7TS64|Q7TS64_MOUSE G protein-coupled receptor kinase OS=Mus musculus OX=10090 GN=Grk2 PE=1 SV=1;tr|Q3U1V3|Q3U1V3_MOUSE G protein-coupled receptor kinase OS=Mus musculus OX=10090 GN=Grk2 PE=1 SV=1;sp|Q99MK8|ARBK1_MOUSE Beta-adrenergic receptor kinase 1 ,2440300,1931400,1888100,1138600,1844100,1330400
tr|Q3U297|Q3U297_MOUSE Zyg-11 homolog B (C. elegans)-like OS=Mus musculus OX=10090 GN=Zer1 PE=2 SV=1;sp|Q80ZJ6|ZER1_MOUSE Protein zer-1 homolog OS=Mus musculus OX=10090 GN=Zer1 PE=1 SV=1,148130,118210,126440,95001,71575,95091
tr|Q99L75|Q99L75_MOUSE Heat shock protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=2 SV=1;tr|Q3U2G2|Q3U2G2_MOUSE Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1;tr|Q571M2|Q571M2_MOUSE MKIAA4025 protein (Fragment) OS=Mus musculus OX=10,56070000,46166000,52474000,24424000,42643000,36110000
"tr|Q3U2G9|Q3U2G9_MOUSE N-acetylglucosamine kinase, isoform CRA_c OS=Mus musculus OX=10090 GN=Nagk PE=1 SV=1;tr|Q9D997|Q9D997_MOUSE N-acetyl-D-glucosamine kinase OS=Mus musculus OX=10090 GN=Nagk PE=1 SV=1;sp|Q9QZ08|NAGK_MOUSE N-acetyl-D-glucosamine kinase O",1126800,782820,762610,571710,828260,826140
tr|Q5J7N1|Q5J7N1_MOUSE Kras protein OS=Mus musculus OX=10090 GN=Kras PE=2 SV=1;tr|Q3U2W7|Q3U2W7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Kras PE=2 SV=1;tr|Q0VDV7|Q0VDV7_MOUSE Kras protein OS=Mus musculus OX=10090 GN=Kras PE=2 SV=1;sp|P3288,8211700,7158700,6269000,3373200,5781000,4918100
tr|Q3U3T6|Q3U3T6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stk24 PE=2 SV=1;tr|Q3U335|Q3U335_MOUSE Mammalian sterile twenty 3 kinase OS=Mus musculus OX=10090 GN=Stk24 PE=1 SV=1;sp|Q99KH8|STK24_MOUSE Serine/threonine-protein kinase 24 OS=Mus ,1191300,857100,970450,670060,912630,750820
"tr|Q3U379|Q3U379_MOUSE Glypican 1, isoform CRA_c OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1;sp|Q9QZF2|GPC1_MOUSE Glypican-1 OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1",8322000,7675100,8089100,5903100,11525000,7349700
tr|Q80X31|Q80X31_MOUSE Sodium/hydrogen exchanger OS=Mus musculus OX=10090 GN=Slc9a1 PE=2 SV=1;tr|Q3UDC9|Q3UDC9_MOUSE Sodium/hydrogen exchanger OS=Mus musculus OX=10090 GN=Slc9a1 PE=1 SV=1;tr|Q3U3A6|Q3U3A6_MOUSE Sodium/hydrogen exchanger OS=Mus musculus OX=,4322100,2596000,4593100,1863800,2906400,2658300
sp|Q3U3C9|GSE1_MOUSE Genetic suppressor element 1 OS=Mus musculus OX=10090 GN=Gse1 PE=1 SV=2;tr|F6VC88|F6VC88_MOUSE Predicted gene 10181 OS=Mus musculus OX=10090 GN=Gm10181 PE=4 SV=1;tr|F6VC88|F6VC88_MOUSE Predicted gene 10181 OS=Mus musculus OX=10090 GN=G,89890,110850,84095,41905,86974,75140
"tr|Q7TPT7|Q7TPT7_MOUSE Valyl-tRNA synthetase OS=Mus musculus OX=10090 GN=Vars PE=2 SV=1;tr|Q790I0|Q790I0_MOUSE Valyl-tRNA synthetase 2, isoform CRA_b OS=Mus musculus OX=10090 GN=Vars PE=1 SV=1;tr|Q3U3D3|Q3U3D3_MOUSE Uncharacterized protein OS=Mus musculus ",5227500,4905100,4583200,2563500,4557400,3103000
tr|Q3U3H5|Q3U3H5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Galk2 PE=1 SV=1;sp|Q68FH4|GALK2_MOUSE N-acetylgalactosamine kinase OS=Mus musculus OX=10090 GN=Galk2 PE=1 SV=1;tr|B7ZCT4|B7ZCT4_MOUSE N-acetylgalactosamine kinase (Fragment) OS=Mus ,641510,721270,454770,350460,668980,491860
"tr|Q4FJQ6|Q4FJQ6_MOUSE Serine (Or cysteine) peptidase inhibitor, clade B, member 6a, isoform CRA_a OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1;tr|Q3U3L3|Q3U3L3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Serpinb6a PE=2 SV=1;sp|Q60854|SPB6",2412200,2075900,2214400,1278900,1839600,1643800
sp|Q3U487|HECD3_MOUSE E3 ubiquitin-protein ligase HECTD3 OS=Mus musculus OX=10090 GN=Hectd3 PE=1 SV=2,154580,138060,166860,116550,172410,113690
"tr|Q3U489|Q3U489_MOUSE Adenylate kinase 4, mitochondrial OS=Mus musculus OX=10090 GN=Ak4 PE=1 SV=1;tr|Q3UYL0|Q3UYL0_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ak4 PE=2 SV=1;sp|Q9WUR9|KAD4_MOUSE Adenylate kinase 4, mitochondrial OS",14855000,10387000,8775600,6214700,10057000,6950600
"tr|Q3U4H0|Q3U4H0_MOUSE Microtubule-associated protein, RP/EB family, member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=1;sp|Q61166|MARE1_MOUSE Microtubule-associated protein RP/EB family member 1 OS=Mus musculus OX=10090 GN=Mapre1 PE=1 SV=3",727530,693710,590490,402540,624460,382790
tr|Q3U4S9|Q3U4S9_MOUSE Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=2 SV=1;sp|Q5XJY5|COPD_MOUSE Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=1 SV=2;tr|Q8C0G7|Q8C0G7_MOUSE Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn,1536600,1508200,1297500,863860,1027400,1088300
tr|Q5SQB0|Q5SQB0_MOUSE Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1;tr|Q5U438|Q5U438_MOUSE Nucleophosmin 1 OS=Mus musculus OX=10090 GN=Npm1 PE=2 SV=1;tr|Q5SQB7|Q5SQB7_MOUSE MCG68069 OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1;tr|Q3U536|Q3U536_MO,9706900,10212000,6389600,4920700,8379800,7627300
tr|Q8R0M2|Q8R0M2_MOUSE Ugp2 protein (Fragment) OS=Mus musculus OX=10090 GN=Ugp2 PE=2 SV=1;tr|Q3U548|Q3U548_MOUSE UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 GN=Ugp2 PE=2 SV=1;sp|Q91ZJ5|UGPA_MOUSE UTP--glucose-1-phosphate uridylylt,2571500,1738300,1779300,1287800,1268500,1975800
tr|Q3U589|Q3U589_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Itpa PE=2 SV=1;tr|Q60I30|Q60I30_MOUSE Inosine triphosphate pyrophosphatase OS=Mus musculus OX=10090 GN=Itpa PE=1 SV=1;sp|Q9D892|ITPA_MOUSE Inosine triphosphate pyrophosphatase OS=Mu,30082,20667,27512,7143.2,12550,17880
tr|Q3U590|Q3U590_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=C2cd2l PE=2 SV=1;sp|Q80X80|C2C2L_MOUSE Phospholipid transfer protein C2CD2L OS=Mus musculus OX=10090 GN=C2cd2l PE=1 SV=3;tr|Q80U48|Q80U48_MOUSE MKIAA0285 protein (Fragment) OS=Mus m,5392700,3502400,5238600,4376200,7436700,5646500
tr|Q3U5C0|Q3U5C0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tbc1d17 PE=2 SV=1;tr|Q3UDU6|Q3UDU6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tbc1d17 PE=2 SV=1;sp|Q8BYH7|TBC17_MOUSE TBC1 domain family member 17 OS=Mus musculus OX=,1385900,1115000,1223900,826640,1203500,920740
tr|Q91VZ1|Q91VZ1_MOUSE Snx2 protein OS=Mus musculus OX=10090 GN=Snx2 PE=2 SV=1;tr|Q3U5L3|Q3U5L3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Snx2 PE=2 SV=1;sp|Q9CWK8|SNX2_MOUSE Sorting nexin-2 OS=Mus musculus OX=10090 GN=Snx2 PE=1 SV=2,3548200,4492000,3390100,2294400,3886500,2487100
"sp|Q3U5Q7|CMPK2_MOUSE UMP-CMP kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Cmpk2 PE=1 SV=2",3838000,4979000,2595900,1145800,2418900,2086500
tr|Q9D066|Q9D066_MOUSE Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=2 SV=1;tr|Q924B0|Q924B0_MOUSE Inositol-1-monophosphatase OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1;tr|Q3U5R8|Q3U5R8_MOUSE Inositol-1-monophosphatase OS=Mus musculus OX,19008000,16641000,19112000,11987000,17554000,15796000
